timestamp,generation,policy_fitness,value_fitness
2025-07-22T11:29:57.180673,1,1.0,0.0
2025-07-22T11:29:57.988043,2,0.16666666666666666,0.0
2025-07-22T11:29:58.955182,3,0.16666666666666666,0.0
2025-07-22T11:29:59.958964,4,0.16666666666666666,0.0
2025-07-22T11:30:01.104299,5,0.16666666666666666,0.0
2025-07-22T11:45:19.441965,1,0.8333333333333334,0.0
2025-07-22T11:45:26.206995,2,0.8333333333333334,0.0
2025-07-22T11:45:32.978323,3,0.9166666666666666,0.0
2025-07-22T11:45:40.141813,4,1.0,0.0
2025-07-22T11:45:47.160104,5,0.9166666666666666,0.0
2025-07-22T11:47:19.341870,1,0.8333333333333334,0.0
2025-07-22T11:47:26.930477,2,0.8333333333333334,0.0
2025-07-22T11:47:34.853230,3,0.9166666666666666,0.0
2025-07-22T11:47:42.736632,4,0.8333333333333334,0.0
2025-07-22T11:47:52.103621,5,0.9166666666666666,0.0
2025-07-22T11:48:02.516366,6,0.9166666666666666,0.0
2025-07-22T11:48:11.601465,7,0.9166666666666666,0.0
2025-07-22T11:48:19.306131,8,0.9166666666666666,0.0
2025-07-22T11:48:25.992427,9,0.8333333333333334,0.0
2025-07-22T11:48:32.551719,10,0.8333333333333334,0.0
2025-07-22T11:50:46.458582,1,1.0,0.0
2025-07-22T11:50:55.434854,2,0.9166666666666666,0.0
2025-07-22T11:51:02.778468,3,0.8333333333333334,0.0
2025-07-22T11:51:10.729209,4,0.9166666666666666,0.0
2025-07-22T11:51:17.890395,5,0.9166666666666666,0.0
2025-07-22T11:51:26.253478,6,0.9166666666666666,0.0
2025-07-22T11:51:35.433339,7,0.9166666666666666,0.0
2025-07-22T11:51:44.459865,8,0.8333333333333334,0.0
2025-07-22T11:51:51.780214,9,0.9166666666666666,0.0
2025-07-22T11:52:00.273336,10,0.8333333333333334,0.0
2025-07-22T11:54:16.045642,1,0.9166666666666666,0.0
2025-07-22T11:54:24.076055,2,0.8333333333333334,0.0
2025-07-22T11:54:30.978557,3,0.8333333333333334,0.0
2025-07-22T11:54:38.719742,4,0.8333333333333334,0.0
2025-07-22T11:54:45.825746,5,0.8333333333333334,0.0
2025-07-22T11:54:53.328582,6,0.9166666666666666,0.0
2025-07-22T11:55:00.377913,7,0.8333333333333334,0.0
2025-07-22T11:55:07.692692,8,0.9166666666666666,0.0
2025-07-22T11:55:15.026177,9,1.0,0.0
2025-07-22T11:55:22.185060,10,0.8333333333333334,0.0
2025-07-22T13:43:18.460304,1,0.95,0.0
2025-07-22T14:00:39.527275,2,0.95,0.0
2025-07-22T14:17:59.772690,3,0.95,0.0
2025-07-22T14:35:30.195905,4,0.95,0.0
2025-07-22T14:52:58.018766,5,0.95,0.0
2025-07-22T15:10:53.498319,6,0.95,0.0
2025-07-22T15:28:00.181534,7,0.95,0.0
2025-07-22T15:45:16.621120,8,0.95,0.0
2025-07-22T16:02:48.945145,9,0.95,0.0
2025-07-22T16:20:35.487553,10,0.95,0.0
2025-07-23T00:12:41.164181,1,98.95499999999994,96.36999999999992
2025-07-23T00:13:51.471694,2,88.19999999999992,-98.41500000000015
2025-07-23T00:17:06.111986,3,-15.000000000000112,-16.20000000000011
2025-07-23T10:09:09.144904,1,89.58999999999995,78.57000000000001
2025-07-23T10:10:12.873859,2,236.4000000000004,-94.71000000000015
2025-07-23T10:12:42.486781,3,133.19999999999976,133.0999999999998
2025-07-23T10:16:08.579263,4,30.00000000000002,30.00000000000002
2025-07-23T10:21:09.517507,5,472.2000000000005,-59.869999999999926
2025-07-23T10:32:06.623990,1,85.75999999999995,100.17999999999992
2025-07-23T10:33:10.327969,2,-103.20000000000016,-103.20000000000016
2025-07-23T10:35:10.591313,3,-206.3999999999998,-206.3999999999998
2025-07-23T10:38:13.958637,4,-309.60000000000036,-309.60000000000036
2025-07-23T10:42:33.806977,5,-412.800000000002,-412.800000000002
2025-07-23T10:48:02.401980,6,-516.0000000000034,-516.0000000000034
2025-07-23T10:53:13.213242,7,875.0,-447.4250000000022
2025-07-23T10:58:57.899033,8,743.9999999999994,-34.81999999999989
2025-07-23T11:06:13.341159,9,629.5999999999992,286.32500000000056
2025-07-23T11:15:32.703803,10,749.6000000000031,409.70000000000005
2025-07-23T11:24:52.903201,11,641.0000000000006,521.9599999999999
2025-07-23T11:32:42.190626,12,641.0000000000005,635.6550000000001
2025-07-23T11:39:35.779094,13,362.7999999999997,362.7999999999997
2025-07-23T11:46:46.996119,14,530.4,369.64999999999964
2025-07-23T11:54:05.102408,15,518.3999999999988,393.5149999999997
2025-07-23T12:02:03.232813,16,518.3999999999988,431.5449999999995
2025-07-23T12:10:45.532835,17,546.8000000000003,453.74999999999943
2025-07-23T12:19:54.687583,18,588.5999999999988,449.7249999999994
2025-07-23T12:28:42.213414,19,588.5999999999988,438.92999999999927
2025-07-23T12:37:23.369407,20,518.3999999999988,413.2149999999994
2025-07-23T12:47:17.009448,21,567.7999999999978,468.9999999999991
2025-07-23T12:56:41.095255,22,767.4000000000001,469.80499999999887
2025-07-23T13:06:45.099196,23,767.4000000000001,484.9499999999989
2025-07-23T13:16:55.076365,24,967.0000000000034,532.4699999999989
2025-07-23T13:25:57.131755,25,990.800000000005,518.96
2025-07-23T13:35:05.498609,26,1064.400000000007,710.0800000000015
2025-07-23T13:44:17.058827,27,1064.400000000007,596.4749999999998
2025-07-23T13:54:04.617746,28,1064.400000000007,663.0000000000019
2025-07-23T14:03:35.027759,29,1138.0000000000084,836.1000000000005
2025-07-23T14:12:40.765068,30,1138.0000000000084,851.5000000000034
2025-07-23T14:22:41.297955,31,1138.0000000000084,786.8000000000018
2025-07-23T14:31:24.753619,32,1138.0000000000084,806.9500000000014
2025-07-23T14:39:42.010893,33,1138.0000000000084,875.2500000000039
2025-07-23T14:48:10.530406,34,1138.0000000000084,818.3500000000022
2025-07-23T14:59:11.651368,35,1138.0000000000084,829.2500000000013
2025-07-23T15:07:21.828578,36,1138.0000000000084,848.5750000000025
2025-07-23T15:16:12.698068,37,1138.0000000000084,861.7000000000029
2025-07-23T15:24:42.677041,38,1138.0000000000084,843.7500000000031
2025-07-23T15:33:40.222905,39,1138.0000000000084,802.6000000000015
2025-07-23T15:42:40.338494,40,1138.0000000000084,812.3000000000023
2025-07-23T15:51:24.129442,41,1138.0000000000084,820.0500000000019
2025-07-23T16:00:27.652234,42,1138.0000000000084,717.5999999999984
2025-07-23T16:09:36.480826,43,1138.0000000000084,728.9499999999995
2025-07-23T16:18:25.761339,44,1138.0000000000084,680.5000000000001
2025-07-23T16:26:23.003964,45,1138.0000000000084,866.0500000000021
2025-07-23T16:34:05.534376,46,1138.0000000000084,815.5250000000015
2025-07-23T16:41:33.169940,47,1138.0000000000084,831.9000000000011
2025-07-23T16:48:54.641745,48,1138.0000000000084,766.7500000000018
2025-07-23T16:56:07.670117,49,1138.0000000000084,837.2000000000035
2025-07-23T17:04:58.530776,50,1138.0000000000084,779.3500000000017
